record_id,account_id,project_id,predefined_health,free_text_details,timestamp,data_source
777,ACC038,PRJ011,Warning,Budget fine but quality issues surfacing.,2025-10-01T15:29:25.764462,API
778,ACC022,PRJ058,Warning,Communication gaps with offshore team identified.,2025-11-03T15:29:25.764465,PowerBI
779,ACC038,PRJ046,Critical,"Critical resource resignation, no backup.",2025-10-26T15:29:25.764468,API
780,ACC001,PRJ027,Critical,Security vulnerability found in production.,2025-09-11T15:29:25.764472,Manual
781,ACC025,PRJ071,Critical,"Budget exceeded by 40%, no additional funding.",2025-10-01T15:29:25.764475,Manual
782,ACC015,PRJ064,Good,Everything is progressing well.,2025-09-24T15:29:25.764479,PowerBI
783,ACC033,PRJ005,Good,Positive stakeholder reviews across all metrics.,2025-11-09T15:29:25.764482,Manual
784,ACC045,PRJ079,Critical,Key deliverable failed acceptance testing.,2025-10-28T15:29:25.764485,Manual
785,ACC035,PRJ090,Good,Delayed vendor input despite client praise.,2025-10-19T15:29:25.764488,PowerBI
786,ACC009,PRJ073,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-10-02T15:29:25.764493,API
787,ACC010,PRJ025,Good,Project ahead of schedule with excellent client feedback.,2025-11-17T15:29:25.764499,PowerBI
788,ACC030,PRJ040,Good,Positive stakeholder reviews across all metrics.,2025-11-26T15:29:25.764502,PowerBI
789,ACC034,PRJ033,Critical,Legal compliance issues discovered.,2025-11-02T15:29:25.764505,PowerBI
790,ACC025,PRJ084,Warning,Project Alpha is on schedule. Budget utilization at 82%. Client expressed concerns about feature completeness. Team working overtime to address gaps.,2025-10-01T15:29:25.764509,Manual
791,ACC029,PRJ063,Warning,"Budget variance at 10%, corrective action planned.",2025-10-03T15:29:25.764512,PowerBI
792,ACC037,PRJ052,Warning,"Client requested additional features, timeline at risk.",2025-09-27T15:29:25.764516,PowerBI
793,ACC022,PRJ081,Good,"Team morale is high, deliverables exceeding expectations.",2025-11-11T15:29:25.764519,API
794,ACC047,PRJ045,Good,"Team morale is high, deliverables exceeding expectations.",2025-09-21T15:29:25.764522,PowerBI
795,ACC013,PRJ018,Warning,Budget is close to the limit.,2025-09-29T15:29:25.764525,Manual
796,ACC049,PRJ062,Warning,"Budget variance at 10%, corrective action planned.",2025-09-24T15:29:25.764529,Manual
797,ACC006,PRJ009,Warning,Slight delays due to vendor issues.,2025-11-30T15:29:25.764533,API
798,ACC022,PRJ073,Good,Meeting deadlines but at cost of taem burnout.,2025-10-17T15:29:25.764538,PowerBI
799,ACC035,PRJ061,Warning,"Budget variance at 10%, corrective action planned.",2025-11-03T15:29:25.764547,Manual
800,ACC005,PRJ092,Good,Project ahead of schedule with excellent client feedback.,2025-09-18T15:29:25.764551,API
801,ACC013,PRJ085,Warning,Critical dependency resolved after 2-week delay. Timeline recovery plan activated. Team productivity improved 20% this sprint.,2025-09-23T15:29:25.764554,Manual
802,ACC028,PRJ009,Critical,"Timelnie slippage detcted, risk mititgation in progres.",2025-10-26T15:29:25.764557,PowerBI
803,ACC005,PRJ095,Warning,Metrics look positive however client raised concerns.,2025-11-23T15:29:25.764561,PowerBI
804,ACC006,PRJ020,Good,"Resources optimally allocated, feficiency improved by 15%.",2025-11-24T15:29:25.764565,Manual
805,ACC016,PRJ073,Critical,Legal compliance issues discovered.,2025-10-17T15:29:25.764569,PowerBI
806,ACC034,PRJ092,Critical,"Budget exceeded by 40%, no additional funding.",2025-10-09T15:29:25.764572,API
807,ACC027,PRJ054,Critical,Timeline slipped significantly.,2025-11-05T15:29:25.764575,PowerBI
808,ACC031,PRJ060,Critical,"Client escalation received, urgent intervention needed.",2025-09-29T15:29:25.764579,Manual
809,ACC016,PRJ100,Critical,Evrything progresing well despte minor isues.,2025-11-05T15:29:25.764582,Manual
810,ACC008,PRJ009,Warning,Budget is close to the limit.,2025-10-13T15:29:25.764586,Manual
811,ACC020,PRJ041,Critical,Stakeholder confidence severely impacted.,2025-11-04T15:29:25.764590,PowerBI
812,ACC025,PRJ030,Warning,On schedule despite,2025-11-17T15:29:25.764593,API
813,ACC006,PRJ064,Warning,Budget is close to the limit.,2025-09-23T15:29:25.764596,API
814,ACC013,PRJ076,Critical,"Resources optimally allocated, efficiency improved by 15%.",2025-11-13T15:29:25.764600,PowerBI
815,ACC015,PRJ044,Warning,"Budget overrun by 15% due to unplanned scope expansion. Tmieline extended by 3 weeks. Client approved changes, relationship stable.",2025-10-18T15:29:25.764609,Manual
816,ACC026,PRJ025,Critical,Timeline slipped signiifcantly.,2025-10-05T15:29:25.764615,API
817,ACC001,PRJ057,Warning,Third-party dependency delayed by 2 weeks.,2025-10-31T15:29:25.764619,PowerBI
818,ACC036,PRJ096,Critical,Project at risk of cancellation.,2025-10-16T15:29:25.764623,API
819,ACC030,PRJ070,Warning,"Client requested additional features, timeline at risk.",2025-11-12T15:29:25.764626,PowerBI
820,ACC012,PRJ067,Warning,Delayed vendor input despite client praise.,2025-10-11T15:29:25.764630,PowerBI
821,ACC050,PRJ083,Good,"Budget utilization at 75%, timeline on track.",2025-11-27T15:29:25.764633,API
822,ACC028,PRJ016,Warning,Slight delays due to vendor issues.,2025-10-26T15:29:25.764636,Manual
823,ACC046,PRJ090,Critical,Legal compliance issues discovered.,2025-10-22T15:29:25.764640,Manual
824,ACC041,PRJ088,Critical,Third-party dependency delayed by 2 weeks.,2025-09-12T15:29:25.764643,API
825,ACC049,PRJ010,Warning,"Budget variance at 10%, corrective action planned.",2025-09-20T15:29:25.764647,PowerBI
826,ACC022,PRJ012,Critical,"Excellent stakeholder feedback received last week. Critical bug discovered in production today. Hotfix deployed, monitoring ongoing.",2025-11-02T15:29:25.764650,PowerBI
827,ACC012,PRJ057,Critical,Timeline slipped significantly.,2025-09-06T15:29:25.764654,PowerBI
828,ACC045,PRJ002,Warning,"Budget variance at 10%, corrective action planned.",2025-11-15T15:29:25.764657,Manual
829,ACC006,PRJ055,Good,"Budget utilization at 75%, timeline on track.",2025-11-23T15:29:25.764660,Manual
830,ACC043,PRJ082,Warning,"Team capacity stretched, overtime required.",2025-10-15T15:29:25.764664,API
831,ACC025,PRJ011,Good,Client satisfaction rating: 9/10.,2025-11-26T15:29:25.764667,Manual
832,ACC018,PRJ037,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-09-07T15:29:25.764670,API
833,ACC037,PRJ033,Critical,Security vulnerability found in proudction.,2025-11-11T15:29:25.764675,Manual
834,ACC007,PRJ037,Good,"Milestone 3 delivered successfully. However, vendor delays impacting Milestone 4. Budget variance: +5%. Risk mitigation plan in review.",2025-09-05T15:29:25.764678,PowerBI
835,ACC030,PRJ017,Good,"Budget utilization at 75%, timeline on track.",2025-10-28T15:29:25.764682,Manual
836,ACC043,PRJ008,Warning,Good progress but team morale declining.,2025-10-05T15:29:25.764688,PowerBI
837,ACC026,PRJ058,Good,"Budget utilization at 75%, timeline on track.",2025-09-04T15:29:25.764692,API
838,ACC028,PRJ007,Warning,Quality metrics slightly below atrget.,2025-09-05T15:29:25.764696,PowerBI
839,ACC002,PRJ034,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-10-02T15:29:25.764700,PowerBI
840,ACC030,PRJ029,Good,Meeting deadlines but at cost of team burnout.,2025-10-04T15:29:25.764703,Manual
841,ACC015,PRJ016,Critical,On track overall but budget concerns emerging.,2025-11-05T15:29:25.764706,PowerBI
842,ACC047,PRJ044,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-10-09T15:29:25.764709,Manual
843,ACC028,PRJ072,Warning,"Team capacity stretched, overtime required.",2025-10-23T15:29:25.764713,PowerBI
844,ACC039,PRJ008,Good,"Milestone 3 delivered successfully. However, vendor delays impacting Milestone 4. Budget variance: +5%. Risk mitigation plan in review.",2025-11-07T15:29:25.764716,API
845,ACC040,PRJ075,Good,"No blockers identified, smooth execution.",2025-11-05T15:29:25.764719,API
846,ACC003,PRJ068,Good,Project ahead of schedule with excellent client feedback.,2025-09-17T15:29:25.764723,Manual
847,ACC050,PRJ035,Good,Project ahead of schedule with excellent client feedback.,2025-10-25T15:29:25.764726,Manual
848,ACC031,PRJ070,Warning,"Critical resource resignation, no backup.",2025-09-10T15:29:25.764730,PowerBI
849,ACC040,PRJ015,Warning,"Milestone 3 delivered successfully. However, vendor delays impacting Milestone 4. Budget variance: +5%. Risk mitigation plan in review.",2025-11-02T15:29:25.764734,Manual
850,ACC043,PRJ074,Warning,"Milestone 3 delivered successfully. However, vendor delays impacting Milestone 4. Budget variance: +5%. Risk mitigation plan in review.",2025-11-06T15:29:25.764738,Manual
851,ACC044,PRJ051,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-11-10T15:29:25.764741,PowerBI
852,ACC013,PRJ053,Critical,On track overall but budget ocncerns emerging.,2025-10-10T15:29:25.764746,API
853,ACC020,PRJ002,Critical,On track overall but budget concerns emerging.,2025-10-11T15:29:25.764749,API
854,ACC023,PRJ041,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-09-12T15:29:25.764752,Manual
855,ACC013,PRJ070,Warning,All milestones achieved on time.,2025-10-14T15:29:25.764757,PowerBI
856,ACC036,PRJ034,Good,All milestones achieved on time.,2025-09-14T15:29:25.764760,PowerBI
857,ACC031,PRJ075,Warning,Project Alpha is on schedule. Budget utilization at 82%. Client expressed concerns about feature completeness. Team working overtime to address gaps.,2025-10-04T15:29:25.764764,API
858,ACC042,PRJ029,Warning,Budget is cloes to the limit.,2025-10-07T15:29:25.764768,API
859,ACC031,PRJ034,Warning,"Team capacity stretched, overtime required.",2025-10-23T15:29:25.764772,PowerBI
860,ACC015,PRJ069,Critical,Project at risk of cancellation.,2025-11-09T15:29:25.764775,PowerBI
861,ACC015,PRJ072,Good,"Delivery on track, documentation severely lacking.",2025-11-10T15:29:25.764779,API
862,ACC020,PRJ012,Warning,"Team capacity stretched, overtime required.",2025-10-15T15:29:25.764783,PowerBI
863,ACC010,PRJ007,Warning,Delayed vendor input despite client praise.,2025-10-26T15:29:25.764786,PowerBI
864,ACC046,PRJ029,Critical,Key deliverable failed acceptance testing.,2025-10-30T15:29:25.764789,PowerBI
865,ACC045,PRJ055,Good,Everything is progressing well.,2025-09-21T15:29:25.764793,Manual
866,ACC011,PRJ036,Warning,"Client requested additional features, timeline at risk.",2025-10-06T15:29:25.764796,Manual
867,ACC037,PRJ048,Critical,Legal comlpiance issues discovered.,2025-10-23T15:29:25.764801,API
868,ACC019,PRJ014,Good,"Financials good, schedule slipping.",2025-11-09T15:29:25.764804,API
869,ACC049,PRJ063,Critical,Mostly healthy but timeline risk.,2025-11-20T15:29:25.764807,PowerBI
870,ACC031,PRJ007,Critical,"Critical resource resignation, no backup.",2025-09-12T15:29:25.764810,PowerBI
871,ACC035,PRJ084,Warning,"Minor scope creep detected, monitoring closely.",2025-10-10T15:29:25.764813,PowerBI
872,ACC031,PRJ038,Warning,Budget is close to the limit.,2025-11-30T15:29:25.764817,Manual
873,ACC044,PRJ008,Critical,"Budget exceeded by 40%, no additional funding.",2025-11-29T15:29:25.764820,API
874,ACC030,PRJ097,Warning,Meeting deadlines but at cost of team burnout.,2025-09-28T15:29:25.764823,Manual
875,ACC030,PRJ079,Critical,Secuirty vulnerability found in production.,2025-10-15T15:29:25.764831,PowerBI
876,ACC042,PRJ078,Warning,"Minor scope cerep detected, monitoring closely.",2025-09-14T15:29:25.764835,API
877,ACC021,PRJ067,Critical,Stakeholder confidence severely impacted.,2025-10-05T15:29:25.764839,Manual
878,ACC006,PRJ066,Warning,Slight delays due to vendor issues.,2025-09-28T15:29:25.764842,API
879,ACC008,PRJ037,Warning,"Team morale is high, deliverables exceeding expectations.",2025-10-03T15:29:25.764846,API
880,ACC027,PRJ038,Critical,"Client escalation received, urgent intervention needed.",2025-10-17T15:29:25.764849,PowerBI
881,ACC004,PRJ100,Critical,Project at risk of cancellation.,2025-09-20T15:29:25.764853,PowerBI
882,ACC030,PRJ041,Critical,"Team capacity stretched, overtime required.",2025-10-31T15:29:25.764856,Manual
883,ACC019,PRJ071,Warning,Budget is close to the limit.,2025-09-10T15:29:25.764859,Manual
884,ACC005,PRJ009,Critical,Security vulnerability found in production.,2025-10-17T15:29:25.764863,PowerBI
885,ACC048,PRJ051,Critical,Timeline slipped significantly.,2025-11-13T15:29:25.764866,Manual
886,ACC036,PRJ089,Good,Positive stakeholder reviews across all metrics.,2025-09-11T15:29:25.764869,PowerBI
887,ACC025,PRJ055,Good,"No blockers identified, smooth execution.",2025-11-24T15:29:25.764872,Manual
888,ACC033,PRJ092,Critical,Key deliverable failed acceptance testing.,2025-11-22T15:29:25.764875,Manual
889,ACC040,PRJ022,Good,Delayed vendor input despite client praise.,2025-10-19T15:29:25.764879,API
890,ACC037,PRJ041,Good,"Excellent feedback from client, internal issues though.",2025-11-16T15:29:25.764882,PowerBI
891,ACC046,PRJ044,Critical,"Critical resource resignation, no backup.",2025-10-11T15:29:25.764885,Manual
892,ACC037,PRJ080,Good,Budget fine but quality issues surfacing.,2025-09-28T15:29:25.764888,PowerBI
893,ACC001,PRJ085,Critical,On track overall but budget concerns emerging.,2025-10-19T15:29:25.764891,API
894,ACC048,PRJ047,Good,All technical deliverables on track. Documentation backlog growing. Internal audit scheduled next month. No critical blockers identified.,2025-11-20T15:29:25.764896,API
895,ACC018,PRJ087,Critical,Project at risk of cancellation.,2025-11-18T15:29:25.764899,PowerBI
896,ACC023,PRJ070,Warning,"Minor scope creep detected, monitoring closely.",2025-11-16T15:29:25.764902,PowerBI
897,ACC026,PRJ072,Good,On schedule and under bduget.,2025-10-01T15:29:25.764907,API
898,ACC042,PRJ063,Good,"Resources optimally allcoated, efficiency improved by 15%.",2025-10-20T15:29:25.764912,Manual
899,ACC039,PRJ080,Good,Everything is progressing well.,2025-11-25T15:29:25.764916,API
900,ACC037,PRJ073,Warning,Quality metrics slightly below targte.,2025-10-04T15:29:25.764920,Manual
901,ACC021,PRJ018,Good,"Timelnie slippage detcted, risk mititgation in progres.",2025-10-18T15:29:25.764924,API
902,ACC036,PRJ060,Critical,Major budget overrun.,2025-11-22T15:29:25.764927,API
903,ACC050,PRJ031,Warning,"eTam capacity stretched, overtime required.",2025-11-29T15:29:25.764932,PowerBI
904,ACC021,PRJ053,Warning,Project healthy overall despite recent setbacks.,2025-11-05T15:29:25.764935,API
905,ACC013,PRJ014,Warning,Resources adequate though skills gap identified.,2025-10-18T15:29:25.764938,Manual
906,ACC038,PRJ020,Good,"No blockers identified, smooth execution.",2025-09-16T15:29:25.764942,PowerBI
907,ACC025,PRJ086,Good,Client satisfaction rating: 9/10.,2025-10-26T15:29:25.764945,Manual
908,ACC004,PRJ005,Warning,"Team capacity stretched, overtime required.",2025-09-19T15:29:25.764949,API
909,ACC032,PRJ041,Critical,"Client escalation received, urgent intervention needed.",2025-10-22T15:29:25.764953,PowerBI
910,ACC050,PRJ026,Warning,Budget is close to the limit.,2025-11-25T15:29:25.764956,API
911,ACC005,PRJ021,Warning,"Team capacity stretched, overtime required.",2025-10-12T15:29:25.764959,Manual
912,ACC006,PRJ001,Warning,Meeting deadlines but at cost of team burnout.,2025-11-18T15:29:25.764963,PowerBI
913,ACC007,PRJ007,Critical,Timeline slipped significantly.,2025-10-30T15:29:25.764967,Manual
914,ACC018,PRJ056,Warning,Budget is close to the limit.,2025-09-10T15:29:25.764971,API
915,ACC007,PRJ055,Good,"Client feedback positive, although",2025-11-30T15:29:25.764975,API
916,ACC022,PRJ066,Critical,Good progress but team morale declining.,2025-11-03T15:29:25.764978,API
917,ACC026,PRJ020,Critical,Project at risk of cancellation.,2025-09-25T15:29:25.764982,PowerBI
918,ACC011,PRJ046,Good,Everything is progressing well.,2025-09-15T15:29:25.764985,Manual
919,ACC046,PRJ054,Good,On track overall but budget concerns emerging.,2025-09-03T15:29:25.764988,Manual
920,ACC014,PRJ051,Good,Client satisfaction rating: 9/10.,2025-11-06T15:29:25.764991,Manual
921,ACC042,PRJ020,Critical,Good progress but team morale declining.,2025-10-04T15:29:25.764994,PowerBI
922,ACC049,PRJ075,Critical,"Critical resource resignation, no backup.",2025-11-22T15:29:25.764998,PowerBI
923,ACC020,PRJ019,Warning,Slight delays due to vendor issues.,2025-11-08T15:29:25.765001,PowerBI
924,ACC019,PRJ031,Warning,"Client escalation received, urgent intervention needed.",2025-10-25T15:29:25.765005,API
925,ACC033,PRJ014,Good,Positive stakeholder reviews across all metrics.,2025-10-25T15:29:25.765008,Manual
926,ACC003,PRJ057,Good,Project ahead of schedule with excellent client feedback.,2025-09-12T15:29:25.765011,API
927,ACC026,PRJ090,Warning,Resource constraints causing small delays.,2025-09-19T15:29:25.765015,PowerBI
928,ACC040,PRJ071,Warning,"Minor scope creep detected, monitoring closely.",2025-09-28T15:29:25.765018,Manual
929,ACC001,PRJ028,Good,Everything is progressing well.,2025-11-17T15:29:25.765021,API
930,ACC017,PRJ012,Critical,Security vulnerability found in production.,2025-10-16T15:29:25.765024,API
931,ACC027,PRJ036,Good,"Budget exceeded by 40%, no additional funding.",2025-11-19T15:29:25.765028,Manual
932,ACC009,PRJ092,Critical,Stakeholder confidence severley impacted.,2025-11-09T15:29:25.765033,PowerBI
933,ACC042,PRJ065,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-10-22T15:29:25.765039,PowerBI
934,ACC041,PRJ058,Warning,Evrything progresing well despte minor isues.,2025-09-05T15:29:25.765042,Manual
935,ACC034,PRJ091,Good,"Team morale is high, deliverables exceeding expectations.",2025-10-13T15:29:25.765046,API
936,ACC017,PRJ083,Critical,Timeline slipped significantly.,2025-10-24T15:29:25.765049,API
937,ACC012,PRJ052,Critical,Resources allocated properly except for,2025-10-14T15:29:25.765052,Manual
938,ACC005,PRJ028,Good,Client satisfaction rating: 9/10.,2025-09-27T15:29:25.765056,Manual
939,ACC001,PRJ025,Warning,Critcal path impated by resourc shortage.,2025-11-07T15:29:25.765059,PowerBI
940,ACC026,PRJ007,Good,All milestones achieved on time.,2025-10-27T15:29:25.765063,API
941,ACC022,PRJ049,Critical,Timeline slipped significantly.,2025-09-25T15:29:25.765066,Manual
942,ACC029,PRJ063,Critical,Resources fully allocated. Team morale high despite tight deadlines. Quality metrics meeting targets. Minor scope changes requested by client.,2025-09-07T15:29:25.765070,PowerBI
943,ACC038,PRJ056,Warning,"Client requested additional features, timeline at risk.",2025-11-08T15:29:25.765073,API
944,ACC009,PRJ001,Warning,"Delivery on track, documentation severely lacking.",2025-09-12T15:29:25.765076,Manual
945,ACC012,PRJ043,Good,On track overall but budget concerns emerging.,2025-09-10T15:29:25.765080,API
946,ACC047,PRJ059,Critical,Lgeal compliance issues discovered.,2025-10-15T15:29:25.765084,Manual
947,ACC035,PRJ099,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-11-26T15:29:25.765088,Manual
948,ACC009,PRJ017,Warning,Third-party dependency delayed by 2 weeks.,2025-11-05T15:29:25.765091,API
949,ACC005,PRJ008,Warning,"Budget variance at 10%, corrective action planned.",2025-09-03T15:29:25.765094,PowerBI
950,ACC049,PRJ019,Critical,"Budget exceeded by 40%, no additional funding.",2025-11-11T15:29:25.765097,Manual
951,ACC016,PRJ006,Warning,"Client requested additional features, timeline at risk.",2025-09-30T15:29:25.765101,PowerBI
952,ACC007,PRJ001,Good,Client satisfaction rating: 9/10.,2025-10-26T15:29:25.765104,API
953,ACC028,PRJ051,Warning,Communication gaps with offshore team identified.,2025-10-16T15:29:25.765108,PowerBI
954,ACC046,PRJ098,Critical,"Critical resource resignation, no backup.",2025-11-04T15:29:25.765111,PowerBI
955,ACC018,PRJ053,Critical,Major budget overrun.,2025-11-27T15:29:25.765115,PowerBI
956,ACC021,PRJ014,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-11-07T15:29:25.765118,PowerBI
957,ACC003,PRJ003,Critical,"Excellent feebdack from client, internal issues though.",2025-09-29T15:29:25.765125,PowerBI
958,ACC014,PRJ095,Critical,Key deliverable failed acceptance testing.,2025-10-21T15:29:25.765128,API
959,ACC042,PRJ014,Critical,Major budget overrun.,2025-09-14T15:29:25.765132,PowerBI
960,ACC022,PRJ019,Critical,Delayed vendor input dsepite client praise.,2025-11-14T15:29:25.765136,Manual
961,ACC038,PRJ034,Good,Milestones achieved but quality,2025-10-24T15:29:25.765139,API
962,ACC046,PRJ097,Warning,"Excellent feedback from client, internal issues though.",2025-09-19T15:29:25.765143,PowerBI
963,ACC009,PRJ087,Warning,"Team capacity stretched, overtime required.",2025-11-15T15:29:25.765146,Manual
964,ACC006,PRJ083,Good,Everything is progressing well.,2025-10-10T15:29:25.765149,Manual
965,ACC007,PRJ087,Critical,On schedule and under budget.,2025-11-01T15:29:25.765152,PowerBI
966,ACC012,PRJ088,Warning,Project Alpha is on schedule. Budget utilization at 82%. Client expressed concerns about feature completeness. Team working overtime to address gaps.,2025-12-02T15:29:25.765156,Manual
967,ACC020,PRJ044,Warning,"Resoruces allocted proprely, no blocekrs.",2025-09-04T15:29:25.765159,API
968,ACC021,PRJ032,Critical,Legal compliance issues discovered.,2025-11-29T15:29:25.765163,Manual
969,ACC021,PRJ015,Critical,Project at risk of cancellation.,2025-11-05T15:29:25.765166,PowerBI
970,ACC004,PRJ004,Good,Good progress but team morale declining.,2025-09-21T15:29:25.765169,API
971,ACC032,PRJ088,Good,Resources adequate thoguh skills gap identified.,2025-10-05T15:29:25.765174,API
972,ACC020,PRJ009,Warning,Third-party dependency delayed by 2 weeks.,2025-09-23T15:29:25.765178,Manual
973,ACC019,PRJ021,Critical,Stakeholder confidence severely impacted.,2025-10-04T15:29:25.765181,API
974,ACC013,PRJ005,Warning,Slight delays due to vendor issues.,2025-09-12T15:29:25.765185,Manual
975,ACC005,PRJ073,Warning,"Budget variance at 10%, corrective action planned.",2025-10-13T15:29:25.765188,Manual
976,ACC008,PRJ027,Good,"No blockers identified, smooth execution.",2025-09-21T15:29:25.765191,PowerBI
977,ACC029,PRJ085,Critical,Budegt fine but quality issues surfacing.,2025-10-08T15:29:25.765197,Manual
978,ACC037,PRJ025,Good,All milestones achieved on time.,2025-11-29T15:29:25.765200,Manual
979,ACC034,PRJ048,Critical,"Budget exceeded by 40%, no additional funding.",2025-11-24T15:29:25.765203,Manual
980,ACC021,PRJ059,Warning,Timeline stable yet critical dependency at risk.,2025-11-02T15:29:25.765206,API
981,ACC038,PRJ033,Warning,"Client requested additional features, timeline at risk.",2025-11-07T15:29:25.765210,PowerBI
982,ACC006,PRJ085,Critical,Key deliverable failed acceptance testing.,2025-10-01T15:29:25.765213,PowerBI
983,ACC015,PRJ074,Warning,"Budget variance at 10%, corrective action planned.",2025-09-11T15:29:25.765216,PowerBI
984,ACC046,PRJ063,Warning,Meeting deadlines but at cost of team burnout.,2025-10-15T15:29:25.765220,PowerBI
985,ACC013,PRJ066,Critical,"Financials goo,d schedule slipping.",2025-11-08T15:29:25.765224,PowerBI
986,ACC048,PRJ025,Critical,Stakeholder confidence severely impacted.,2025-10-24T15:29:25.765228,Manual
987,ACC028,PRJ008,Critical,"Delivery on track, documentation severely lacking.",2025-09-29T15:29:25.765231,Manual
988,ACC038,PRJ023,Good,On schedule and under budget.,2025-11-11T15:29:25.765234,Manual
989,ACC027,PRJ004,Critical,Key deliverable failed acceptance testing.,2025-11-05T15:29:25.765237,API
990,ACC012,PRJ072,Warning,Communication gaps with offshore team identified.,2025-11-17T15:29:25.765241,API
991,ACC017,PRJ077,Critical,Mostly healthy but timeline risk.,2025-11-22T15:29:25.765244,Manual
992,ACC031,PRJ085,Good,Meeting deadlines but at cost of team burnout.,2025-10-30T15:29:25.765248,PowerBI
993,ACC050,PRJ072,Critical,Timeline slipped significantly.,2025-10-18T15:29:25.765251,API
994,ACC014,PRJ043,Critical,Leagl compliance issues discovered.,2025-10-15T15:29:25.765256,Manual
995,ACC037,PRJ028,Critical,"Client escalation received, urgent intervention needed.",2025-10-09T15:29:25.765259,PowerBI
996,ACC031,PRJ002,Warning,"Minor scope creep detected, monitoring closely.",2025-09-22T15:29:25.765263,Manual
997,ACC030,PRJ059,Good,Client satisfaction rating: 9/10.,2025-11-03T15:29:25.765266,API
998,ACC009,PRJ083,Critical,Project at risk of cancellation.,2025-10-25T15:29:25.765269,PowerBI
999,ACC023,PRJ043,Warning,Budget is close to the limit.,2025-09-30T15:29:25.765273,PowerBI
1000,ACC039,PRJ006,Good,"No blockers identified, smooth execution.",2025-09-17T15:29:25.765276,Manual
